slug,tool_name,category,index_status,intent_match_score,exact_keyword_intent_satisfied,missing_user_expectations,tool_options_match_intent,semantic_coverage_score,primary_keyword_coverage,secondary_keyword_coverage,related_entity_topic_coverage,over_optimization_risk,thin_repetitive_content_risk,topical_authority_score,category_cluster_fit,related_tools_quality,internal_link_strength,missing_supporting_pages_or_blog_content,category_page_improvement_needs,ux_score,tool_clarity,options_clarity,output_usefulness,copy_button_usefulness,mobile_readability_risk,friction_points,content_quality_score,intro_usefulness,faq_usefulness,disclaimer_quality_where_needed,uniqueness_vs_similar_tools,human_tone,adsense_safe_language,overall_score,issue_level,main_issue,recommended_fix,priority
villain-name-generator,Villain Name Generator,Gaming & Fantasy Generators,medium,10,yes,none,yes,8.8,strong,strong,strong,low,low,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.8,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.1,strong,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,8.9,none,No material issue found.,No fix required before launch.,none
werewolf-name-generator,Werewolf Name Generator,Gaming & Fantasy Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
japanese-name-generator,Japanese Name Generator,Name Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
korean-name-generator,Korean Name Generator,Name Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
city-name-generator,City Name Generator,Gaming & Fantasy Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.5,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.1,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
restaurant-name-generator,Restaurant Name Generator,Business & Brand Generators,low,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,adequate,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.8,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.4,minor,add targeted FAQ support,add targeted FAQ support.,low
coffee-shop-name-generator,Coffee Shop Name Generator,Business & Brand Generators,low,9.7,yes,none,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,adequate,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.8,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,7.7,adequate,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,8.6,minor,No material issue found.,No fix required before launch.,low
album-name-generator,Album Name Generator,Creative & Story Generators,low,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.8,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.4,minor,add targeted FAQ support,add targeted FAQ support.,low
book-name-generator,Book Name Generator,Creative & Story Generators,low,9.7,yes,add targeted FAQ support,yes,8.5,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.8,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,minor,add targeted FAQ support,add targeted FAQ support.,low
movie-name-generator,Movie Name Generator,Creative & Story Generators,low,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,adequate,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.8,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.4,minor,add targeted FAQ support,add targeted FAQ support.,low
roblox-username-generator,Roblox Username Generator,Gaming & Fantasy Generators,noindex,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.8,strong,strong,adequate,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.9,strong,thin,adequate,distinct enough for current cluster,clear and utility-focused,safe with retained noindex/safety framing,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
tiktok-username-generator,TikTok Username Generator,Social Media Tools,noindex,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.5,strong,strong,adequate,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,strong,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
receipt-generator,Receipt Generator,Business & Brand Generators,noindex,9.7,yes,add targeted FAQ support,yes,8.4,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.9,strong,thin,adequate,distinct enough for current cluster,clear and utility-focused,safe with retained noindex/safety framing,8.6,minor,add targeted FAQ support,add targeted FAQ support.,low
nda-generator,NDA Generator,Utility Generators,noindex,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.5,strong,strong,adequate,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.9,strong,thin,adequate,distinct enough for current cluster,clear and utility-focused,safe with retained noindex/safety framing,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
newsletter-name-generator,Newsletter Name Generator,Business Generators,high,9.7,yes,none,yes,8.8,strong,strong,strong,low,low,9,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.8,strong,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,9.1,none,No material issue found.,No fix required before launch.,none
price-tag-generator,Price Tag Generator,Utility Generators,low,9.7,yes,add targeted FAQ support,yes,8.8,strong,strong,strong,low,minor,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,7.4,adequate,basic,not required,distinct enough for current cluster,clear and utility-focused,safe,8.8,minor,add targeted FAQ support,add targeted FAQ support.,low
