slug,tool_name,category,index_status,human_tone_score,natural_or_template_like,repetitive_phrasing_risk,robotic_ai_like_wording_risk,recommended_rewrite_if_needed,intent_match_score,exact_user_intent_solved,options_output_aligned_with_keyword,missing_user_expectations,semantic_coverage_score,primary_keyword_natural_usage,secondary_intent_coverage,related_terms_entities_use_cases,over_optimization_risk,thin_content_risk,topical_authority_score,category_cluster_fit,related_tools_quality,internal_linking_usefulness,missing_supporting_pages_blog_category_content,usefulness_score,intro_clarity,options_clarity,output_usefulness,copy_button_usefulness,explanation_disclaimer_quality,mobile_readability_concern,overall_content_score,helpful_content_risk,scaled_content_risk,doorway_thin_content_risk,duplicate_template_risk,unsafe_claim_risk,adsense_adx_risk,main_issue,recommended_fix,priority
graphql-query-generator,GraphQL Query Generator,Developer & Web Generators,index,7.6,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.7,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
mock-api-generator,Mock API Generator,Developer & Web Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.6,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
wheel-spinner-generator,Wheel Spinner Generator,Random Generators,noindex,7.6,natural enough for utility page,low,low,none,8.8,yes,partial,"Options are minimal for the expected intent. FAQ support is thin. Safety, limitation, or disclaimer language should be stronger. Premium useful page, but risk profile supports keeping noindex.",8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,7,adequate,minimal,intent-specific and copyable,strong shared copy controls,needs stronger disclaimer,low from code structure,8,medium,low,medium,low,medium,controlled by noindex/safety framing,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs; Add a concise safety or limitation disclaimer.",medium
product-benefits-generator,Product Benefits Generator,Business & Brand Generators,index,7.5,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.7,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
pattern-generator,CSS Pattern Generator,Developer & Web Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,adequate,minor visual/code preview review recommended after UI changes,8.6,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
blob-generator,CSS Blob Generator,Developer & Web Generators,index,8,natural enough for utility page,low,low,none,10,yes,yes,none,8.9,strong,strong,strong,low,low,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9.3,adequate,clear,intent-specific and copyable,strong shared copy controls,adequate,minor visual/code preview review recommended after UI changes,9,low,low,low,low,low,low,No material helpful-content issue found.,No rewrite needed before launch.,none
wave-generator,CSS Wave Generator,Developer & Web Generators,index,7.5,natural enough for utility page,low,low,none,10,yes,yes,"FAQ support is thin. Safety, limitation, or disclaimer language should be stronger.",8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,7.8,adequate,clear,intent-specific and copyable,strong shared copy controls,needs stronger disclaimer,minor visual/code preview review recommended after UI changes,8.4,medium,low,medium,low,medium,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs; Add a concise safety or limitation disclaimer.",medium
viking-name-generator,Viking Name Generator,Gaming & Fantasy Generators,index,7.2,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. FAQ support is thin.,8.5,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.3,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
wizard-name-generator,Wizard Name Generator,Gaming & Fantasy Generators,index,6.1,somewhat template-like,medium,medium,"Add specific examples, user scenarios, and less formulaic FAQ language.",8.8,yes,partial,Template-like phrasing or thin FAQ pattern makes the page feel less human. Options are minimal for the expected intent. FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8,medium,low,medium,medium,low,low,Template-like phrasing or thin FAQ pattern makes the page feel less human.,"Rewrite intro/FAQ in more concrete user language with examples and output-specific detail; Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
villain-name-generator,Villain Name Generator,Gaming & Fantasy Generators,index,8.9,natural enough for utility page,low,low,none,10,yes,yes,none,8.9,strong,strong,strong,low,low,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9.4,strong,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,9.2,low,low,low,low,low,low,No material helpful-content issue found.,No rewrite needed before launch.,none
werewolf-name-generator,Werewolf Name Generator,Gaming & Fantasy Generators,index,6.1,somewhat template-like,medium,medium,"Add specific examples, user scenarios, and less formulaic FAQ language.",8.8,yes,partial,Template-like phrasing or thin FAQ pattern makes the page feel less human. Options are minimal for the expected intent. FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8,medium,low,medium,medium,low,low,Template-like phrasing or thin FAQ pattern makes the page feel less human.,"Rewrite intro/FAQ in more concrete user language with examples and output-specific detail; Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
japanese-name-generator,Japanese Name Generator,Name Generators,index,6.1,somewhat template-like,medium,medium,"Add specific examples, user scenarios, and less formulaic FAQ language.",8.8,yes,partial,Template-like phrasing or thin FAQ pattern makes the page feel less human. Options are minimal for the expected intent. FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,minor supporting content opportunity only,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8,medium,low,medium,medium,low,low,Template-like phrasing or thin FAQ pattern makes the page feel less human.,"Rewrite intro/FAQ in more concrete user language with examples and output-specific detail; Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
korean-name-generator,Korean Name Generator,Name Generators,index,7.2,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,minor supporting content opportunity only,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.2,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
city-name-generator,City Name Generator,Gaming & Fantasy Generators,index,6.1,somewhat template-like,medium,medium,"Add specific examples, user scenarios, and less formulaic FAQ language.",8.8,yes,partial,Template-like phrasing or thin FAQ pattern makes the page feel less human. Options are minimal for the expected intent. FAQ support is thin.,8.5,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8,medium,low,medium,medium,low,low,Template-like phrasing or thin FAQ pattern makes the page feel less human.,"Rewrite intro/FAQ in more concrete user language with examples and output-specific detail; Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
restaurant-name-generator,Restaurant Name Generator,Business & Brand Generators,index,6.1,somewhat template-like,medium,medium,"Add specific examples, user scenarios, and less formulaic FAQ language.",10,yes,yes,Template-like phrasing or thin FAQ pattern makes the page feel less human. FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,adequate,category hub could use subcategory sections and editorial guidance,8.7,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.3,medium,low,medium,medium,low,low,Template-like phrasing or thin FAQ pattern makes the page feel less human.,"Rewrite intro/FAQ in more concrete user language with examples and output-specific detail; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
coffee-shop-name-generator,Coffee Shop Name Generator,Business & Brand Generators,index,8,natural enough for utility page,low,low,none,10,yes,yes,none,8.2,strong,strong,strong,low,medium,8.6,strong,strong,adequate,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.8,medium,low,medium,low,low,low,No material helpful-content issue found.,No rewrite needed before launch.,medium
