keyword,normalized_keyword,decision,matched_existing_slug,matched_existing_tool_name,confidence,reason,recommended_action,risk_level,index_recommendation,notes
number text generator,number text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
pixel art text generator,pixel art text generator,covered_by_existing_tool,pixel-text-generator,Pixel Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
retro text generator,retro text generator,covered_by_existing_tool,retro-text-generator,Retro Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
snapchat text generator,snapchat text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
stacked text generator,stacked text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
text character generator,text character generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
video to text generator,video to text generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
void text generator,void text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
whisper text generator,whisper text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
word text generator,word text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
y2k text generator,y2k text generator,covered_by_existing_tool,retro-text-generator,Retro Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
80s text generator,80s text generator,covered_by_existing_tool,retro-text-generator,Retro Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
ai generator for text,ai generator for text,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
ai generator free text,ai generator free text,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
blocked text generator,blocked text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
breaking bad text generator,breaking bad text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
carti text generator,carti text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
character text generator,character text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
comic text generator,comic text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
dirty text chain generator,dirty text chain generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
earthbound text generator,earthbound text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
flirty text response generator,flirty text response generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
hieroglyphics text generator,hieroglyphics text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
