"rowType","batchId","batchName","toolOrder","canonicalToolId","englishName","categorySlug","primaryKeyword","generatorType","toolsInBatch","languages","pageIncrease","cumulativeLocalizedPages","priority","qualityFocus","validationChecks","notes"
"tool","B06","Rollout batch 6","13","product-tag-generator","Product Tag Generator","utility-generators","product tag generator","utility","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","14","clothing-tag-generator","Clothing Tag Generator","utility-generators","clothing tag generator","utility","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","15","minutes-of-meeting-generator","Minutes Of Meeting Generator","business-generators","minutes of meeting generator","text-transform","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","16","event-name-generator","Event Name Generator","business-generators","event name generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","17","college-name-generator","College Name Generator","creative-generators","college name generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","18","diner-name-generator","Diner Name Generator","business-generators","diner name generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","19","flower-name-generator","Flower Name Generator","creative-generators","flower name generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","20","newspaper-name-generator","Newspaper Name Generator","creative-generators","newspaper name generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","21","plant-name-generator","Plant Name Generator","creative-generators","plant name generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","22","sibling-name-generator","Sibling Name Generator","name-generators","sibling name generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","23","pick-a-name-generator","Pick A Name Generator","utility-generators","pick a name generator","utility","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","24","name-generator-wheel","Name Generator Wheel","utility-generators","name generator wheel","utility","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","25","cake-company-names-generator","Cake Company Names Generator","business-generators","cake company names generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","26","car-name-generator","Car Name Generator","creative-generators","car name generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","27","title-name-generator","Title Name Generator","creative-generators","title name generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","28","geo-tag-generator","Geo Tag Generator","utility-generators","geo tag generator","utility","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","29","pet-tag-generator","Pet Tag Generator","utility-generators","pet tag generator","utility","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","30","dj-tag-generator","DJ Tag Generator","utility-generators","dj tag generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
"tool","B06","Rollout batch 6","31","clan-tag-generator","Clan Tag Generator","utility-generators","clan tag generator","random-combo","","es fr de pt it pl ru tr id sv ms bg hi bn ja ko ar","17","","Schedule","Local keyword intent, natural-language guide/FAQ, safe framing, and no unsupported promises.","For this tool: approve 17 local keywords, 17 SEO-safe slugs, localized H1/meta/intro/FAQ/guide/safety note, then run strict batch audit.","Do not localize if later added to noindexToolSlugs or redirect merge list before implementation."
